@relation 'multiresolution-weka.filters.unsupervised.attribute.Remove-R7,9-11'

@attribute rate numeric
@attribute sigma1 numeric
@attribute sigma2 numeric
@attribute sigma4 numeric
@attribute sigma8 numeric
@attribute sigma16 numeric
@attribute class {1,2,3}

@data
1531770,1.236595,1.135171,1.087837,1.079613,0.656963,3
1205833,1.443883,1.282196,1.19993,1.186152,0.7813,3
1067588,1.519465,1.307073,1.196997,1.18218,0.796476,3
592030,1.851791,1.11128,0.383231,0.221491,0.090576,3
615410,1.870948,1.126522,0.444869,0.283649,0.060841,3
564236,1.966188,1.3356,0.631238,0.268259,0.058833,3
537033,2.077587,1.447289,0.71804,0.236364,0.102987,3
2400370,0.715145,0.678424,0.669874,0.649268,0,3
1630201,1.078579,0.93579,0.84667,0.824805,0.472438,3
1369715,1.226178,1.020769,0.870991,0.846298,0.532079,3
1181350,1.38335,1.119621,0.933024,0.893584,0.601426,3
792517,1.775027,1.185743,0.461764,0.214123,0.128592,3
788963,1.77906,1.208863,0.490902,0.283885,0.126394,3
731165,1.855483,1.250412,0.595838,0.272358,0.191119,3
835204,1.573428,1.02629,0.434182,0.284577,0.016559,3
2807182,0.715838,0.43693,0.287047,0.219072,0,3
2271118,0.781603,0.468924,0.36045,0.304053,0.236034,3
2295694,0.765793,0.446821,0.330513,0.246375,0.191258,3
2250568,0.73473,0.415132,0.2965,0.221668,0.172488,3
2087161,0.731105,0.397018,0.242188,0.141017,0.10594,3
2184436,0.730483,0.365647,0.205395,0.098714,0.042888,3
2126823,0.701852,0.274873,0.203058,0.130944,0.091599,3
2182166,0.70635,0.318321,0.192144,0.103538,0.06037,3
4308173,0.243477,0.148742,0.096183,0.023891,0,3
3221785,0.543261,0.42578,0.386441,0.34452,0.337201,3
2734960,0.67773,0.486034,0.453231,0.416627,0.410559,3
2418085,0.767979,0.54309,0.508693,0.467044,0.461779,3
1736673,0.910052,0.391441,0.312609,0.173383,0.145619,3
1620923,0.967465,0.38858,0.266543,0.076729,0.067146,3
1682925,0.927438,0.34827,0.20015,0.115298,0.104506,3
1737806,0.908077,0.348073,0.213567,0.089464,0.069698,3
2298430,0.692955,0.669666,0.617667,0.510048,0,1
1220231,1.289255,1.265327,1.211007,1.115062,0.883602,1
813492,1.730094,1.703389,1.643096,1.537859,1.29271,1
613997,2.063928,2.034162,1.967623,1.852161,1.586436,1
39392,4.130767,3.799457,2.591894,1.691468,1.512917,1
3893,7.895038,5.537649,3.851334,2.632124,1.723279,1
28683,5.351443,4.833897,3.392052,0.92568,0.857809,1
24748,6.100844,5.561807,3.926295,2.756555,1.880673,1
2271376,0.849397,0.736604,0.663822,0.600684,0,1
1210365,1.444683,1.321576,1.246955,1.185429,0.876604,1
806917,1.90541,1.766288,1.682939,1.61487,1.285538,1
636362,2.176598,2.011171,1.913042,1.835712,1.486059,1
68567,4.575656,3.215805,2.266039,1.438204,1.006484,1
31238,7.920098,5.55553,3.864187,2.639585,1.727331,1
39338,6.494502,4.579102,3.204199,2.199914,1.497426,1
7621,7.85781,5.553937,3.920513,2.752818,1.877847,1
2568927,0.656809,0.620724,0.577647,0.416756,0,1
1284470,1.364832,1.330627,1.29125,1.160754,0.99999,1
890358,1.737594,1.693431,1.647017,1.505215,1.333912,1
673033,2.068667,2.019541,1.968263,1.812973,1.627348,1
56030,4.146118,2.845194,1.883512,1.53412,0.822818,1
61295,3.830419,2.614582,1.708231,1.364268,0.65638,1
36328,4.767069,3.320022,2.26457,1.444488,1.082304,1
57714,4.129023,2.852735,1.907352,1.135003,0.625575,1
1057240,0.411155,0.233856,0.125089,0.08721,0,1
1012621,0.399357,0.207144,0.11866,0.08758,0.044062,1
794555,0.684466,0.561546,0.487954,0.476209,0.390829,1
624522,0.927955,0.814815,0.732529,0.711386,0.638602,1
391559,1.359511,1.197015,1.057814,1.012622,0.885648,1
149560,2.559484,2.224161,1.722949,1.540674,0.870557,1
67287,3.851822,2.64834,2.415757,1.570399,0.863333,1
68981,3.864946,2.658037,2.122767,1.254626,0.831178,1
2045073,0.824046,0.727168,0.618886,0.610386,0,1
1022548,1.535588,1.43439,1.328901,1.321014,0.999977,1
681711,2.009195,1.893687,1.774491,1.765636,1.414151,1
536574,2.289069,2.150113,2.014479,2.000602,1.624958,1
25308,7.931749,5.563835,3.870151,2.643667,1.730442,1
25310,7.931111,5.563381,3.869825,2.643428,1.730271,1
46164,5.557914,3.89488,2.225542,1.57839,1.067313,1
20476,7.86838,5.561542,3.926085,2.756229,1.88045,1
2271344,0.575822,0.562975,0.545063,0.142614,0,2
1281750,1.115346,1.069758,1.039746,0.792656,0.772064,2
946065,1.379341,1.31775,1.266017,1.010273,0.990567,2
752146,1.588419,1.51212,1.453999,1.193036,1.167784,2
234733,2.253196,1.566442,1.008734,0.447596,0.21434,2
235138,2.331551,1.622336,1.006938,0.447087,0.215945,2
202607,2.506116,2.03727,1.256081,0.878198,0.343794,2
215233,2.676991,1.812701,1.137783,0.592536,0.378667,2
1740649,0.609526,0.421728,0.360381,0.285964,0,2
976660,1.134786,0.973342,0.917574,0.861286,0.782246,2
694930,1.46693,1.278284,1.208474,1.147799,1.065111,2
585745,1.620223,1.39579,1.302596,1.223167,1.140987,2
185318,2.472724,1.746227,1.199969,0.535843,0.28437,2
163517,2.713504,2.002486,1.369607,0.723989,0.335541,2
153486,2.857168,2.012948,1.250211,0.543227,0.077253,2
144316,2.83863,2.004568,1.358027,0.630401,0.041454,2
2034698,0.300011,0.284896,0.256496,0.1403,0,2
1183202,0.899705,0.876509,0.812842,0.765696,0.719654,2
884452,1.132295,1.106454,1.026141,0.963531,0.919837,2
704910,1.335326,1.304611,1.209078,1.138342,1.092527,2
230595,2.121061,1.977517,1.271161,0.885451,0.351058,2
187797,2.1262,2.013887,1.410972,0.703871,0.310204,2
179225,2.390436,1.563987,1.004048,0.732663,0.153265,2
176805,2.369759,1.70724,1.097655,0.743019,0.252842,2
1090316,1.185686,1.120753,0.939372,0.936723,0,2
602210,1.797308,1.685612,1.468697,1.453628,0.810525,2
456815,2.0905,1.919621,1.665822,1.63258,0.981697,2
342612,2.481979,2.290538,2.008298,1.971565,1.272121,2
109408,3.546994,2.406374,1.72285,0.992058,0.604728,2
134469,2.920784,1.940493,1.389669,0.78277,0.599418,2
134496,2.714834,2.322291,1.489874,0.757084,0.678627,2
140851,2.59988,2.211673,1.400218,0.624188,0.316541,2
1492685,0.422931,0.328656,0.244649,0.035527,0,3
1641106,0.620484,0.532888,0.378294,0.328411,0.090439,3
1275870,0.865131,0.738164,0.576203,0.533593,0.415831,3
1097330,1.002908,0.842827,0.658682,0.612086,0.504717,3
902811,1.261299,1.039122,0.742569,0.709568,0.571751,3
615502,1.486466,1.05255,0.403401,0.28388,0.109722,3
610710,1.455637,1.04581,0.49797,0.28822,0.055232,3
566718,1.551028,1.147452,0.587343,0.324186,0.138099,3
1283336,0.921336,0.569129,0.146842,0.019198,0,3
1361661,0.649627,0.420451,0.166016,0.093998,0.057519,3
1492636,0.542448,0.354026,0.191779,0.161881,0.131281,3
1606829,0.483794,0.326149,0.217942,0.179218,0.162191,3
1854487,0.322961,0.250561,0.209092,0.176056,0.163281,3
2103084,0.302589,0.221242,0.174257,0.140288,0.126703,3
2162613,0.271546,0.206655,0.167514,0.118391,0.091047,3
1935441,0.379842,0.347541,0.306492,0.268694,0.187484,3
1501980,0.365663,0.329405,0.231055,0.064888,0,3
1384141,0.415093,0.381967,0.330519,0.143577,0.085134,3
1430541,0.451056,0.400084,0.368999,0.166639,0.08141,3
1389197,0.433931,0.379344,0.333948,0.158264,0.089037,3
1387588,0.412963,0.345987,0.311328,0.155416,0.0881,3
1378790,0.40329,0.310766,0.256803,0.142423,0.095424,3
1300707,0.320501,0.222074,0.137401,0.086053,0.089281,3
1318526,0.339256,0.248643,0.121308,0.097596,0.101654,3
1476432,0.455495,0.221416,0.087361,0.004656,0,1
1216573,0.784935,0.599174,0.533404,0.489185,0.213598,1
811054,1.193379,1.019062,0.96268,0.926784,0.753934,1
630338,1.432662,1.245956,1.188275,1.148042,0.975902,1
261232,2.670225,2.341719,2.235329,2.123723,1.543254,1
22063,5.80196,4.041203,3.868786,2.643206,1.730401,1
47169,3.960419,3.27764,2.680053,1.388526,0.958166,1
24775,5.617301,3.937939,3.926304,2.756546,1.880668,1
1784242,0.173705,0.099098,0.073087,0.067015,0,1
1186719,0.695594,0.652147,0.627423,0.555231,0.503509,1
791150,1.107138,1.066734,1.044255,0.981021,0.938223,1
619532,1.339663,1.29302,1.259097,1.189296,1.143166,1
178552,2.642015,2.446237,2.245135,1.731443,1.345889,1
31263,5.397982,4.717727,3.260134,2.194148,1.381457,1
65858,3.565749,2.936242,2.678494,1.78402,0.966921,1
34115,4.939505,4.019063,3.927132,2.757033,1.881208,1
1742753,0.218053,0.136904,0.05202,0.050292,0,1
1259473,0.756615,0.703329,0.654822,0.582704,0.383716,1
873629,1.107964,1.04661,0.995947,0.930121,0.7708,1
660488,1.388166,1.323448,1.270714,1.203263,1.04499,1
250029,2.635028,2.438843,2.267717,1.986418,1.222049,1
61248,3.378556,2.281948,1.532929,1.087385,0.656022,1
56062,3.581435,2.178346,1.501507,0.971068,0.687824,1
57713,3.478248,2.852717,1.907341,1.134997,0.625566,1
1657192,0.42418,0.223316,0.132945,0.089935,0,1
1196198,0.795597,0.692934,0.611799,0.565886,0.385383,1
797469,1.203926,1.104633,1.030256,0.990112,0.850155,1
626686,1.436513,1.327765,1.239692,1.192348,1.049084,1
243732,2.499556,2.334104,2.041426,1.854214,1.181483,1
59937,4.375163,3.390436,2.290748,1.457314,1.001809,1
67266,3.961575,2.729388,2.075705,1.290004,0.863175,1
68982,3.850275,2.647222,2.09757,0.976931,0.831024,1
2014104,0.640237,0.435929,0.241523,0.09904,0,1
1007064,1.348977,1.174739,1.056701,1.009737,0.999976,1
671389,1.797066,1.603084,1.47472,1.424513,1.414147,1
532146,2.048612,1.826373,1.684176,1.62467,1.610238,1
28623,7.070109,4.949054,3.870335,2.643803,1.730547,1
28626,7.069353,4.948516,3.869902,2.643486,1.730315,1
51213,4.834681,3.629259,2.013709,1.604708,1.083404,1
22157,6.540613,5.561901,3.926354,2.75644,1.88058,1
1487025,0.332009,0.224483,0.212708,0.013648,0,2
1316584,0.544762,0.445306,0.403499,0.364993,0.129455,2
923505,0.906968,0.81019,0.777853,0.741765,0.620518,2
767422,1.09003,0.96394,0.899072,0.849672,0.736407,2
430026,1.680284,1.468206,1.307787,1.243022,0.973645,2
211270,2.345599,1.792227,1.137522,0.582475,0.352811,2
219515,2.244686,1.644076,1.096966,0.612108,0.36181,2
216962,2.200221,1.472536,0.962203,0.592637,0.374636,2
1743422,0.433094,0.42223,0.221473,0.100051,0,2
978039,1.019078,0.983203,0.845008,0.792684,0.782568,2
695784,1.350686,1.288482,1.13693,1.081058,1.065756,2
586362,1.481347,1.405871,1.232954,1.157479,1.141909,2
185195,2.378145,1.7902,1.199888,0.535729,0.284863,2
163398,2.681402,1.970993,1.36957,0.72394,0.335836,2
152693,2.819696,2.016987,1.394236,0.750271,0.070178,2
144268,3.012118,2.169065,1.49902,0.828779,0.04196,2
1709903,0.452202,0.397375,0.359799,0.248994,0,2
1222919,0.781654,0.704819,0.679099,0.594193,0.398213,2
900279,1.044133,0.973808,0.922483,0.831394,0.672262,2
716730,1.246335,1.17421,1.107678,1.009744,0.855299,2
323614,1.838932,1.663527,1.490267,1.25871,0.747706,2
179758,2.099335,1.839929,1.27934,0.564255,0.24892,2
179172,2.194303,1.650399,1.05818,0.733121,0.153214,2
176841,2.22442,1.677113,1.161751,0.743076,0.252772,2
1194872,0.721441,0.654909,0.634974,0.486402,0,2
654485,1.333038,1.225907,1.182892,1.044602,0.825667,2
491664,1.602061,1.469406,1.391229,1.233294,1.012266,2
368749,1.937895,1.792256,1.707045,1.536664,1.303672,2
109359,3.15718,2.434478,1.722766,0.992013,0.604674,2
134421,2.802815,2.09352,1.491701,0.782729,0.599525,2
134448,2.943887,2.193056,1.489778,0.756881,0.678726,2
140780,2.818497,2.088198,1.400363,0.624368,0.316935,2
2284412,0.563148,0.242308,0.202685,0.089908,0,3
1643130,0.812831,0.602807,0.493486,0.427527,0.39028,3
1277218,0.997818,0.797985,0.663187,0.610446,0.576384,3
1112916,1.056988,0.863701,0.713512,0.660586,0.627336,3
711218,1.171584,1.00325,0.490921,0.380965,0.24496,3
541894,1.219876,1.014353,0.416516,0.323353,0.247189,3
567538,1.052038,0.695742,0.388786,0.301502,0.260607,3
539005,1.070029,0.732203,0.454275,0.328465,0.259501,3
2054380,0.571859,0.377276,0.274329,0.12388,0.062496,3
1505918,0.716411,0.494167,0.408883,0.33024,0.311761,3
1265128,0.843245,0.588829,0.483893,0.408433,0.389677,3
1083367,0.953832,0.703421,0.602108,0.496313,0.480641,3
797265,1.002923,0.729042,0.456196,0.257416,0.200233,3
762403,1.006257,0.790294,0.462757,0.234512,0.163677,3
778244,0.904726,0.666447,0.423723,0.208269,0.110497,3
817269,0.914675,0.713535,0.39497,0.193201,0.023256,3
1311242,0.665577,0.444384,0.226336,0.161964,0,3
1790859,0.493038,0.35739,0.293596,0.280978,0.267813,3
1920578,0.439837,0.301679,0.248966,0.236029,0.225164,3
1945213,0.409735,0.294148,0.22335,0.210428,0.193773,3
2072846,0.303645,0.194647,0.12722,0.101329,0.082318,3
1962424,0.308115,0.220998,0.14161,0.101514,0.075668,3
1771515,0.33348,0.248607,0.164533,0.117329,0.076266,3
1579070,0.380067,0.271423,0.212451,0.161867,0.132451,3
1106796,0.440642,0.380449,0.206248,0.098997,0,3
1140394,0.403296,0.3246,0.191109,0.081845,0.029449,3
1196409,0.375879,0.309551,0.203755,0.122214,0.070069,3
1221586,0.388609,0.315889,0.192954,0.127547,0.069326,3
1290964,0.344973,0.272478,0.166133,0.110644,0.058401,3
1248055,0.407383,0.294488,0.190542,0.150791,0.116789,3
1153654,0.484971,0.356416,0.30365,0.191097,0.132853,3
1120056,0.447147,0.345779,0.279105,0.18427,0.172855,3
2206998,0.71676,0.650794,0.610139,0.486442,0,1
1174518,1.312243,1.24388,1.199875,1.091658,0.879067,1
783020,1.755815,1.679517,1.63079,1.512451,1.288054,1
587268,2.10803,2.023441,1.969581,1.839374,1.595433,1
35520,5.10738,4.197952,2.882945,1.912618,1.731352,1
15,3.642344,2.46306,1.570563,0.966092,0.447214,1
24744,6.237438,5.562721,3.927482,0.999535,0.999474,1
24741,6.238211,5.563418,3.927993,2.757678,1.881584,1
2319751,0.700201,0.56151,0.448519,0.154496,0,1
1234569,1.304137,1.164855,1.066739,0.903438,0.878997,1
823055,1.746731,1.592248,1.48554,1.313103,1.287981,1
617294,2.097946,1.927077,1.809898,1.622433,1.595356,1
68530,4.190412,3.163908,2.269035,1.440462,1.007791,1
31189,5.813489,4.97526,3.870661,2.644145,1.730893,1
64546,4.856402,3.555859,2.442576,1.592353,0.761733,1
58681,5.302402,3.898073,2.698897,1.800433,0.997722,1
2470312,0.954303,0.458354,0.369298,0.342962,0,1
1235175,1.679664,1.191681,1.128136,1.111385,0.999969,1
857498,2.08246,1.540467,1.468473,1.449571,1.33084,1
648388,2.450441,1.851151,1.77244,1.75176,1.623378,1
56039,3.861558,2.844755,1.883219,1.533857,0.822568,1
61297,3.57372,2.614552,1.708246,1.364282,0.656394,1
36328,4.150998,2.86882,2.438757,1.589162,1.082304,1
57715,3.531742,2.411012,1.825617,1.060559,0.566851,1
2172801,0.76643,0.74308,0.578742,0.352969,0.124998,1
1027382,1.456278,1.428121,1.24601,1.039956,0.915167,1
670038,1.943913,1.910891,1.699472,1.466261,1.329479,1
520866,2.228433,2.184033,1.95031,1.698249,1.549725,1
60674,3.933327,2.68992,1.765839,1.228648,0.829441,1
54395,4.317601,2.970019,1.977495,1.419766,1.023108,1
61635,3.900796,2.684587,2.424584,1.577515,0.878818,1
69025,3.662364,2.508137,2.123349,1.255242,0.831506,1
2048285,0.531091,0.443004,0.18836,0.167055,0,1
1024154,1.250623,1.180022,1.034849,1.027506,0.999977,1
682783,1.686989,1.608893,1.451291,1.443444,1.414147,1
537857,1.932133,1.838375,1.665984,1.656867,1.62322,1
33183,4.946451,3.425443,2.316639,2.054856,1.269349,1
33182,4.946608,3.425556,2.316719,2.054931,1.269416,1
46152,4.118194,3.494449,2.396348,2.019594,1.355582,1
12462,7.86682,5.560416,3.925287,2.756443,1.880604,1
2242786,0.527521,0.493163,0.401603,0.216188,0,2
1190076,1.173255,1.122932,1.043484,0.933878,0.884573,2
892942,1.41974,1.333455,1.237511,1.120017,1.071461,2
708820,1.63927,1.534776,1.427404,1.306786,1.252541,2
202034,2.720859,1.789307,1.100441,0.617004,0.310921,2
241326,2.427484,1.601497,0.927138,0.425947,0.244995,2
202769,2.767191,1.994181,1.255956,0.878125,0.345153,2
215371,2.846184,1.895167,1.137796,0.592581,0.380125,2
1601527,1.125571,1.026038,0.98598,0.973962,0,2
907096,1.659299,1.519692,1.459047,1.436868,0.765554,2
648488,1.994649,1.843076,1.770839,1.739187,1.040449,2
550961,2.104945,1.93413,1.846535,1.799455,1.103981,2
185268,2.410308,1.773123,1.254555,0.535694,0.28529,2
168688,2.323456,1.88266,1.370263,0.72859,0.308592,2
162020,2.594264,1.946821,1.201296,0.478381,0.166878,2
144367,2.981819,2.190682,1.383062,0.636725,0.043005,2
12,2.886751,2.723356,1.755942,1,0,1
1171183,1.442735,1.327798,1.307378,1.132668,0.99999,1
828153,1.788842,1.652184,1.623311,1.433639,1.294775,1
621116,2.144741,1.99322,1.961333,1.753209,1.602677,1
621120,2.144724,1.993204,1.961317,1.753195,1.602663,1
35534,6.016927,4.195435,2.88123,1.910688,1.731336,1
19,3.195391,2.15211,1.337712,0.458831,0.39736,1
28721,5.376002,3.762916,1.18106,0.925594,0.999269,1
2408761,0.849673,0.720749,0.540719,0.028584,0,1
1278947,1.455667,1.314306,1.143844,0.884961,0.883394,1
852641,1.917901,1.758127,1.569232,1.294092,1.292485,1
644083,2.269852,2.092519,1.884603,1.586145,1.584358,1
73066,4.566382,3.15054,2.112583,1.315975,0.886266,1
35792,6.971301,4.878471,3.376344,2.280367,1.449271,1
59510,5.173365,3.615732,2.487576,1.629283,0.94436,1
54836,5.589374,3.917687,2.713534,1.812209,1.010061,1
11303,2.701624,1.774613,1.03662,0.203916,0,1
683735,1.309989,1.134862,1.11228,1.06835,0.983468,1
907642,1.282859,1.160411,1.149582,1.118675,0.698301,1
691278,1.558288,1.427488,1.415457,1.38273,0.961441,1
708416,1.515958,1.384797,1.368401,1.333807,0.914056,1
374631,2.506847,2.37269,2.355663,2.31789,1.512611,1
41686,3.561584,2.433213,1.975513,1.195866,0.601139,1
52373,4.107491,2.836829,2.117706,1.319763,0.574671,1
1786662,0.267129,0.241166,0.198227,0.184326,0,1
1167927,0.814961,0.804008,0.787212,0.641613,0.529771,1
778621,1.223202,1.21228,1.195632,1.057113,0.959673,1
612555,1.447276,1.435601,1.406735,1.258311,1.156074,1
197305,2.730881,2.701001,2.578623,1.680667,1.059395,1
60008,3.55991,3.369325,2.290808,1.457355,1.002089,1
67340,3.214278,2.219507,1.996176,1.214211,0.863578,1
69050,3.403276,2.342625,1.657817,0.795616,0.831965,1
1774283,0.304322,0.254456,0.25108,0.090298,0,1
1052437,0.891558,0.84909,0.841437,0.728938,0.68588,1
701627,1.300882,1.257542,1.249803,1.138863,1.098013,1
554979,1.512136,1.465025,1.448134,1.332277,1.28635,1
115825,3.232632,2.969489,2.786589,1.891474,1.135374,1
33183,4.086578,3.752258,2.557279,2.268774,1.440604,1
48725,3.650729,2.499432,2.049851,1.643795,1.041893,1
19518,6.296545,4.429296,3.093473,2.113287,1.307596,1
1810303,0.621038,0.228541,0.11149,0.105468,0,2
1318924,0.875841,0.620502,0.534226,0.480179,0.37256,2
929556,1.22034,0.957947,0.868659,0.816266,0.73294,2
772551,1.388893,1.100935,0.985117,0.920695,0.840959,2
354312,2.059651,1.717548,1.382329,1.122731,0.792297,2
218447,2.690779,1.909477,1.152586,0.548849,0.342278,2
220067,2.554069,1.796589,1.100636,0.535485,0.363757,2
214254,2.591499,1.743076,1.074611,0.51385,0.375109,2
1648033,0.279499,0.217677,0.164785,0.110703,0,2
987153,0.862852,0.778158,0.743108,0.686335,0.66948,2
701923,1.17164,1.088825,1.045674,0.981351,0.959808,2
590966,1.322117,1.196324,1.12888,1.060536,1.039464,2
213672,2.162737,1.538102,1.198233,0.59635,0.384559,2
163472,2.337971,1.807772,1.244303,0.71378,0.335441,2
176823,2.243402,1.89093,1.145488,0.453133,0.309336,2
144294,2.513539,2.159783,1.35772,0.629283,0.041624,2
2134237,0.254033,0.227502,0.21024,0.132371,0,2
1232066,0.86279,0.827115,0.78722,0.75384,0.732242,2
906385,1.16624,1.086373,1.023744,0.978912,0.95849,2
721306,1.379869,1.279241,1.208971,1.156371,1.133797,2
224850,2.502429,1.766112,1.117398,0.592699,0.324097,2
182551,2.800203,1.849492,1.280288,0.56533,0.231863,2
182053,2.724108,2.097573,1.382748,0.736595,0.136136,2
179688,2.679175,2.098751,1.496553,0.742998,0.231201,2
1264326,0.918211,0.855558,0.850603,0.829989,0,2
689208,1.477501,1.411441,1.398157,1.367169,0.834461,2
515034,1.725532,1.634229,1.61868,1.572111,1.029571,2
386276,2.074431,1.973387,1.956226,1.904914,1.32162,2
109711,2.547699,2.198883,1.718216,0.987992,0.605271,2
134776,2.511808,1.885534,1.488233,0.779369,0.59884,2
134641,2.604324,1.969756,1.32053,0.755065,0.678398,2
140997,2.494933,1.874061,1.278399,0.621695,0.315906,2
1213465,0.641223,0.45748,0.319284,0.238456,0,3
1319952,0.491324,0.382258,0.312245,0.236407,0.080671,3
1296237,0.55127,0.407149,0.296924,0.225404,0.071889,3
1112578,0.690326,0.554679,0.4245,0.375777,0.294975,3
948219,0.787737,0.658567,0.515128,0.473893,0.41598,3
723239,1.024594,0.792696,0.521471,0.489214,0.419957,3
581937,1.103896,0.874827,0.358682,0.24264,0.05861,3
568277,1.212593,0.967424,0.539539,0.406891,0.10893,3
1416085,0.315244,0.191101,0.090343,0.014433,0,3
1382230,0.39643,0.266186,0.127597,0.08346,0.02449,3
1461051,0.466671,0.24438,0.140357,0.107769,0.078603,3
1458525,0.425534,0.233807,0.129934,0.102324,0.068256,3
1481038,0.486215,0.24995,0.146471,0.110635,0.06588,3
1543797,0.453395,0.227864,0.123166,0.08481,0.044339,3
1532555,0.396088,0.23533,0.134276,0.086557,0.059776,3
1466670,0.400251,0.237521,0.137482,0.099056,0.076029,3
1881398,0.301912,0.243749,0.22085,0.177346,0,1
1187325,0.804945,0.758977,0.739996,0.641682,0.584568,1
791554,1.21321,1.167923,1.149507,1.057172,1.00626,1
618529,1.44549,1.389376,1.370094,1.270422,1.215927,1
148181,2.975619,2.713244,2.619807,1.725084,1.372107,1
24878,5.649314,3.931584,3.869271,2.643509,1.730693,1
50027,4.528588,3.867803,2.676306,1.456158,0.995703,1
24772,7.279702,5.561816,3.926295,2.756545,1.880664,1
1591642,0.315155,0.243096,0.218797,0.148048,0,1
1247045,0.680288,0.636328,0.574559,0.496153,0.27633,1
831369,1.092776,1.052303,0.997572,0.932323,0.783911,1
624244,1.385246,1.342898,1.286122,1.219256,1.071329,1
257508,2.4744,2.414093,2.196227,1.992386,1.459147,1
31905,5.439009,5.437038,3.778978,2.576892,1.67949,1
68165,3.768112,2.617648,2.305922,1.479164,0.579434,1
51821,4.422787,3.113727,2.891158,1.953814,1.153918,1
2017847,0.463926,0.383208,0.357004,0.090076,0,1
1324155,0.892531,0.840542,0.818372,0.597482,0.523874,1
896075,1.273103,1.219413,1.196704,0.988334,0.925193,1
677323,1.563367,1.505498,1.481058,1.263087,1.198561,1
198090,2.901849,2.790529,2.710879,1.822566,1.268967,1
45742,3.866631,2.670077,2.16168,1.423412,0.716413,1
49093,3.997178,2.441218,1.674699,1.064966,0.767241,1
57713,3.562456,2.835243,1.897454,1.126085,0.625566,1
2193504,0.218318,0.203832,0.159916,0.090721,0,1
1185221,0.930002,0.922567,0.888861,0.862276,0.850713,1
790155,1.340634,1.332907,1.298098,1.270916,1.259174,1
621248,1.569018,1.56101,1.513824,1.479849,1.464724,1
104264,2.852551,2.737604,1.8021,1.060095,0.619837,1
60031,3.575168,3.389188,2.289823,1.456578,1.001847,1
67359,3.268837,2.273362,2.000516,1.218038,0.863482,1
69050,2.965373,2.047983,1.662096,0.799656,0.831521,1
1820139,0.247285,0.181395,0.157977,0.104323,0,1
1052090,0.878089,0.840739,0.824374,0.765281,0.730022,1
701396,1.287067,1.249097,1.232627,1.174079,1.139904,1
547309,1.523425,1.475769,1.454437,1.393245,1.355839,1
104733,3.235576,2.871546,2.629167,1.7616,1.029679,1
33727,4.53188,3.12553,2.093905,1.763385,1.065626,1
40214,3.971779,3.748623,2.587197,2.30309,1.585034,1
