@relation 'multiresolution-weka.filters.unsupervised.attribute.Remove-R7,9-11'

@attribute rate numeric
@attribute sigma1 numeric
@attribute sigma2 numeric
@attribute sigma4 numeric
@attribute sigma8 numeric
@attribute sigma16 numeric
@attribute class {1,2,3}

@data
33332,7.432049,5.20746,3.870097,2.643987,1.730968,1
53264,5.452881,3.818706,2.639624,1.8712,1.190827,1
19425,7.865838,5.559751,3.924802,2.755287,1.879963,1
1518907,0.531015,0.450805,0.293889,0.149856,0,1
1310557,0.671141,0.616011,0.48905,0.403712,0.158976,1
907722,1.023401,0.969373,0.856377,0.790316,0.654993,1
686059,1.300695,1.244413,1.12994,1.064645,0.936186,1
331562,2.002573,1.926022,1.763594,1.678202,1.345577,1
61278,3.369176,2.53829,1.708,1.364171,0.65616,1
36332,4.428232,3.249222,2.746386,1.838544,1.082092,1
57713,3.400027,2.651299,2.029097,1.242969,0.604034,1
1509815,0.384453,0.357037,0.27542,0.152018,0,1
1195302,0.699768,0.674785,0.633426,0.599289,0.263124,1
805237,1.092467,1.067919,1.029405,0.998604,0.755651,1
632510,1.308974,1.278611,1.239481,1.201688,0.958026,1
286401,2.126499,2.060669,2.021755,1.976905,1.205879,1
66208,2.963389,2.564596,2.38983,1.534808,0.82338,1
67323,2.934574,2.37617,1.81486,1.288651,0.862276,1
69043,3.391704,2.306601,1.441766,0.97618,0.829767,1
1846283,0.164245,0.124752,0.089251,0.05958,0,1
1052534,0.882315,0.831452,0.819529,0.777427,0.754131,1
701698,1.291376,1.239719,1.227753,1.185971,1.16319,1
562150,1.496213,1.423101,1.406489,1.355097,1.328897,1
103458,3.592012,2.735864,2.58644,1.68667,1.02386,1
38767,4.985772,3.453829,3.035142,2.026376,1.564546,1
56608,3.786479,3.087126,2.087423,1.634006,1.293649,1
17246,5.613612,5.562242,3.926629,2.756677,1.880829,1
2232258,0.453014,0.367901,0.330086,0.324588,0,2
1257799,1.004039,0.932039,0.887537,0.875494,0.774733,2
880796,1.337119,1.252772,1.202033,1.186923,1.087383,2
702714,1.562903,1.451351,1.385723,1.363077,1.259319,2
175511,2.626992,1.899949,1.152874,0.543235,0.368824,2
179733,2.773867,1.933467,1.170115,0.55605,0.399448,2
181527,2.78323,1.914405,1.237505,0.619742,0.422352,2
204150,2.445327,1.647499,1.062852,0.536327,0.423189,2
736529,0.568498,0.540523,0.498933,0.286235,0,3
638052,0.526653,0.483251,0.437181,0.280229,0.15434,3
542837,0.589732,0.544403,0.496875,0.377669,0.288913,3
510043,0.624199,0.543062,0.489581,0.380512,0.288643,3
455588,0.556066,0.348874,0.263535,0.231912,0.168642,3
437088,0.633742,0.38891,0.272947,0.218842,0.141448,3
522452,0.678147,0.435899,0.199784,0.111772,0.105145,3
644130,0.649074,0.564906,0.486235,0.380154,0.237928,3
625758,0.542613,0.268761,0.180259,0.048567,0,3
470337,0.658144,0.44711,0.37686,0.337193,0.330445,3
433041,0.613745,0.423876,0.360464,0.322887,0.317346,3
400470,0.631565,0.448329,0.390808,0.355955,0.328881,3
313613,0.487235,0.344298,0.26784,0.191518,0.092615,3
299892,0.537247,0.397106,0.358822,0.220161,0.12354,3
265979,0.816291,0.688143,0.523876,0.386118,0.077898,3
270556,1.032944,0.923603,0.750528,0.682133,0.097898,3
348832,0.735858,0.682126,0.566343,0.169618,0,3
427106,0.659217,0.577381,0.485632,0.221855,0.18326,3
468878,0.632329,0.46644,0.395009,0.223927,0.185614,3
468066,0.593699,0.434342,0.35192,0.207216,0.161048,3
541037,0.521423,0.339584,0.237123,0.156481,0.120569,3
632930,0.538476,0.366706,0.262287,0.252927,0.239797,3
611145,0.621692,0.472696,0.365247,0.338678,0.305973,3
627587,0.61261,0.484921,0.351476,0.307235,0.292402,3
568535,0.760853,0.619491,0.426282,0.154277,0,3
583190,0.655561,0.553196,0.372481,0.130422,0.02512,3
567932,0.618665,0.517788,0.320964,0.118455,0.043426,3
625034,0.596821,0.458062,0.31039,0.191452,0.161884,3
648696,0.639588,0.431521,0.255711,0.165374,0.148213,3
679789,0.601133,0.363374,0.201263,0.149935,0.139416,3
747369,0.582664,0.441956,0.23406,0.155118,0.080971,3
688774,0.630228,0.497045,0.255865,0.105388,0.048031,3
519228,0.911515,0.858193,0.75775,0.681261,0,3
588404,0.716334,0.660842,0.592867,0.459828,0.11756,3
596958,0.655603,0.596368,0.533399,0.429929,0.09676,3
519125,0.788642,0.709408,0.626946,0.528788,0.276986,3
586025,0.648638,0.56791,0.505071,0.415267,0.315183,3
609347,0.617589,0.538931,0.453095,0.409461,0.324446,3
602159,0.598355,0.474683,0.384745,0.384849,0.339986,3
688420,0.466426,0.308572,0.162054,0.15229,0.133825,3
728204,0.471688,0.420803,0.236862,0.097412,0,1
842262,0.497909,0.389188,0.283886,0.226791,0.135416,1
827592,0.529914,0.459038,0.402096,0.250532,0.115284,1
639771,0.798392,0.740202,0.687122,0.583854,0.524632,1
475126,1.141197,1.07602,1.034627,0.921477,0.854574,1
236051,1.814464,1.792402,1.738424,1.483275,1.380875,1
70078,2.755847,2.164926,1.541269,1.01102,0.63322,1
45919,3.52364,2.765252,2.346069,1.539516,1.205691,1
649985,0.386734,0.248085,0.236656,0.179728,0,1
889813,0.375075,0.323575,0.315526,0.296726,0.269524,1
840288,0.471843,0.433404,0.41215,0.339739,0.247493,1
661334,0.737931,0.693842,0.672239,0.606856,0.542063,1
498842,1.107581,1.073846,1.050537,0.983209,0.921723,1
255180,1.698945,1.601,1.503187,1.29289,1.123002,1
70982,3.24498,2.979682,2.181748,1.579311,0.994696,1
75100,3.150734,2.776094,1.481124,1.263141,1.021604,1
2430879,0.639166,0.532694,0.377994,0.284945,0,1
1450413,1.123885,1.024989,0.902826,0.789611,0.675991,1
1000924,1.485013,1.374475,1.245073,1.13019,1.021287,1
755960,1.793722,1.673409,1.534221,1.412325,1.298617,1
168201,3.397414,3.029997,2.700674,1.773958,1.050545,1
56071,4.140387,2.841016,1.880397,1.126158,0.636512,1
36417,4.759698,3.314488,2.26038,1.440988,0.767989,1
57802,4.124561,2.849385,2.181776,1.374535,0.561301,1
2398273,0.950042,0.704252,0.619917,0.208137,0,1
1199150,1.674836,1.411338,1.329861,1.042399,0.999977,1
807804,2.143616,1.843328,1.751704,1.437361,1.392266,1
634435,2.43213,2.098441,1.994827,1.656564,1.606528,1
66237,4.291495,3.407342,2.389866,1.534831,0.823374,1
66232,4.291836,3.407621,2.390076,1.534998,0.823524,1
67286,4.256298,3.081093,2.416138,1.570548,0.863434,1
69005,3.864349,2.657597,1.872565,1.310722,0.831452,1
2021437,1.051362,0.981238,0.899774,0.87469,0,1
1010728,1.791827,1.710433,1.618369,1.590629,0.999981,1
673830,2.305591,2.210921,2.104398,2.072431,1.414157,1
543330,2.541473,2.424678,2.303347,2.268707,1.574793,1
37388,5.968822,4.159055,2.851881,2.685954,1.758274,1
37971,5.877161,4.095178,2.808065,2.644681,1.73123,1
38565,5.831083,4.092766,2.843919,2.758103,1.881922,1
6,4.453463,3.082207,2.041241,1.224745,1,1
2208955,1.010378,0.935912,0.757989,0.46633,0,2
1244671,1.53213,1.427142,1.233239,0.971135,0.77473,2
872042,1.912841,1.783437,1.565845,1.285724,1.086436,2
696147,2.154938,2.000123,1.761428,1.463716,1.25724,2
174770,3.135521,2.101396,1.306878,0.696758,0.363352,2
179730,3.002783,2.002085,1.315777,0.700156,0.399452,2
181524,2.959469,2.104916,1.312457,0.633767,0.422355,2
204149,2.624894,1.906811,1.131707,0.607123,0.42319,2
2578194,0.769658,0.744679,0.569229,0.290894,0,3
1551699,1.216711,1.134455,0.947731,0.747167,0.661529,3
1216268,1.431412,1.28854,1.071953,0.874867,0.791817,3
1052624,1.539043,1.361526,1.116635,0.919787,0.836845,3
592058,1.866277,1.193237,0.460339,0.282195,0.141981,3
615476,1.869393,1.226895,0.502627,0.325381,0.121374,3
610442,1.94513,1.182406,0.550624,0.29388,0.070197,3
571838,2.091674,1.364607,0.692493,0.324458,0.149127,3
1843781,0.995231,0.905867,0.631632,0.216701,0,3
1092546,1.48998,1.337348,1.04408,0.767105,0.687599,3
874654,1.687842,1.496453,1.159099,0.858486,0.784804,3
715904,1.903516,1.66847,1.317428,1.000299,0.914897,3
329494,2.624773,2.061031,1.334766,0.811116,0.22072,3
297536,2.701457,2.268037,1.505109,0.795414,0.292959,3
255214,2.84334,2.031261,1.251045,0.998867,0.139941,3
269866,2.71006,1.790919,1.044265,1.001661,0.139345,3
2383452,0.956607,0.858679,0.754421,0.72874,0.062499,3
1684069,1.201526,0.98799,0.834388,0.810664,0.359448,3
1382688,1.342205,1.109489,0.897629,0.861854,0.455892,3
1179066,1.513472,1.238063,0.986143,0.920155,0.542904,3
808041,1.753709,1.18217,0.581949,0.309721,0.196143,3
762494,1.860492,1.330046,0.670162,0.348851,0.13923,3
779038,1.863069,1.153748,0.520217,0.267522,0.15858,3
830030,1.681736,1.018956,0.423179,0.295915,0.015327,3
2794834,0.651963,0.296704,0.287755,0.213742,0,3
2316467,0.780755,0.363148,0.347385,0.279885,0.206506,3
2343467,0.739252,0.361438,0.299713,0.22648,0.167463,3
2241072,0.813265,0.351848,0.291354,0.230627,0.171061,3
2076252,0.84548,0.363409,0.24506,0.17414,0.103208,3
2153359,0.819085,0.353494,0.23116,0.151611,0.076348,3
2090343,0.886495,0.514432,0.339912,0.121184,0.117947,3
2177254,0.798097,0.50966,0.327186,0.03879,0.023221,3
3432999,0.61933,0.412307,0.324134,0.18103,0,3
3026718,0.752691,0.495503,0.381349,0.291308,0.134231,3
2574279,0.866713,0.567475,0.453641,0.374178,0.279971,3
2314432,0.908396,0.606448,0.479492,0.410098,0.332483,3
1866315,1.002131,0.564422,0.394854,0.341811,0.234828,3
1638271,1.000616,0.412122,0.202518,0.059613,0.039274,3
1655568,0.9873,0.486956,0.297658,0.154434,0.12085,3
1760094,0.945736,0.371716,0.245546,0.114891,0.049999,3
2340832,1.17804,0.710117,0.654697,0.040238,0,1
1241429,1.818177,1.305624,1.246979,0.887823,0.885595,1
827626,2.336354,1.748404,1.682965,1.297036,1.294749,1
620723,2.758858,2.0998,2.027257,1.605105,1.602641,1
35516,6.018779,4.196894,2.882292,1.911518,1.731433,1
14,3.615443,2.44949,1.535299,0.755929,0.377964,1
24741,7.870989,5.563418,0.999576,0.999535,0.999474,1
24738,7.871959,5.564115,3.927973,2.757676,1.88158,1
2178055,1.100945,0.838573,0.681861,0.343474,0,1
1163695,1.718523,1.422196,1.259214,0.9839,0.871672,1
775803,2.220334,1.879864,1.696575,1.397154,1.280498,1
583016,2.622066,2.240803,2.037301,1.708914,1.582891,1
69677,4.77536,3.301818,2.225098,1.405663,0.974796,1
32349,7.649826,5.362823,3.725574,2.5377,1.649315,1
37389,6.72211,4.736407,3.320248,2.391322,1.637948,1
4542,7.852014,5.549882,3.917607,2.749885,1.876645,1
2645465,0.774609,0.707951,0.414776,0.164922,0,1
1322752,1.483221,1.415027,1.159314,1.02681,0.999971,1
915946,1.869127,1.787892,1.506702,1.36449,1.33596,1
692222,2.214601,2.124265,1.815236,1.660856,1.630044,1
56157,3.862385,2.638071,1.776651,1.343852,0.822948,1
61415,3.574881,2.426978,1.610254,1.185285,0.65709,1
36401,4.164709,3.323402,2.267132,1.883965,1.083883,1
57811,3.861649,2.853994,1.908331,1.573075,0.809757,1
2341641,1.123705,1.006868,0.934069,0.436403,0,1
1170836,1.87758,1.739959,1.656765,1.175088,0.999973,1
818199,2.285354,2.126185,2.031982,1.502838,1.317799,1
642726,2.587344,2.40321,2.294904,1.725355,1.527842,1
88321,3.676729,2.501831,1.942867,1.177939,0.578933,1
88315,3.676997,2.502027,1.943035,1.178075,0.57909,1
67418,4.45168,3.089388,2.414868,1.569501,0.862271,1
69139,3.866989,2.659546,1.850367,1.296636,0.823616,1
2115521,0.969733,0.833672,0.691602,0.574842,0,1
1025721,1.750569,1.594556,1.442817,1.329367,1.031696,1
705193,2.195638,2.021076,1.853293,1.729483,1.414155,1
529968,2.594217,2.398409,2.211124,2.07364,1.727314,1
26381,7.611183,5.335259,3.705738,2.523143,1.638111,1
26797,7.49305,5.252472,3.648266,2.484057,1.612808,1
26789,7.553529,5.335145,3.760262,2.757836,1.881696,1
8,4.596194,3.181981,2.150581,1.322876,1,1
2133515,1.219264,1.077158,0.996838,0.039844,0,2
1206893,1.744319,1.569416,1.473091,0.769684,0.767774,2
846859,2.130776,1.936188,1.822668,1.082173,1.076872,2
677308,2.380279,2.157059,2.027345,1.251733,1.244059,2
174792,2.734959,2.100892,1.403495,0.696361,0.363007,2
179828,2.847424,2.112071,1.406946,0.699822,0.399621,2
181622,2.841197,1.891327,1.132044,0.503481,0.422489,2
204245,2.619771,1.721263,0.965654,0.426801,0.423449,2
2528529,0.951251,0.778209,0.624128,0.444074,0,3
1526864,1.364766,1.164126,0.991024,0.840693,0.656027,3
1199836,1.556071,1.314009,1.109905,0.958834,0.783078,3
1057661,1.59788,1.340625,1.118789,0.971695,0.803787,3
591080,1.615798,1.100392,0.419628,0.25402,0.096646,3
614550,1.68534,1.13357,0.455907,0.293099,0.069483,3
601079,1.784574,1.153997,0.492443,0.241995,0.120315,3
537003,2.049708,1.373993,0.674056,0.260006,0.103297,3
510732,2.431694,1.587157,0.949324,0.939565,0.062499,3
455733,2.355896,1.668162,0.98608,0.750727,0.087648,3
374407,2.613254,1.845516,1.172714,0.864848,0.295064,3
346144,2.792886,2.004104,1.287145,0.904097,0.304986,3
289692,2.936259,2.297278,1.505641,0.795969,0.240063,3
242066,3.369665,2.594771,1.74644,1.012462,0.11212,3
187779,3.876763,2.666774,1.76287,1.002133,0.313803,3
202788,3.933271,2.708541,1.795464,1.032659,0.273995,3
2446618,0.859562,0.724258,0.521225,0.362015,0,3
1608689,1.205151,0.991903,0.790714,0.65754,0.520876,3
1325757,1.338472,1.090825,0.86114,0.728436,0.597832,3
1206467,1.427645,1.114894,0.861631,0.721602,0.594146,3
737496,1.801839,1.179208,0.681123,0.328044,0.138545,3
756306,1.781129,1.268537,0.678362,0.335925,0.149316,3
776988,1.802638,1.141285,0.586731,0.298398,0.132262,3
768006,1.766436,1.030105,0.559207,0.316981,0.226743,3
2731753,0.641858,0.477732,0.300105,0.220596,0,3
2307569,0.674581,0.461343,0.317888,0.26348,0.183822,3
2292104,0.727596,0.415215,0.287262,0.238857,0.151404,3
2236781,0.772422,0.437434,0.291306,0.218796,0.141026,3
2087482,0.787117,0.424613,0.226523,0.128007,0.065296,3
2190438,0.793589,0.425156,0.242102,0.109089,0.041722,3
2125374,0.810161,0.256504,0.179142,0.105299,0.028686,3
2138677,0.787273,0.310634,0.186487,0.099113,0.034422,3
4210541,0.544897,0.389359,0.287459,0.232023,0,3
3023329,0.77448,0.585133,0.497913,0.455748,0.392683,3
2656352,0.837757,0.597655,0.509349,0.468343,0.413929,3
2340922,0.914333,0.655415,0.55878,0.518867,0.468973,3
1702555,0.96452,0.45755,0.25736,0.15845,0.118585,3
1659646,0.994787,0.424709,0.236323,0.149194,0.112441,3
1670637,0.942162,0.491993,0.291836,0.16941,0.125765,3
1777883,0.937565,0.384441,0.24702,0.114634,0.072457,3
2158362,1.160491,0.922921,0.915996,0.908938,0,1
1150141,1.789727,1.5153,1.501991,1.491454,0.876606,1
766767,2.303167,1.985981,1.970757,1.958717,1.28554,1
575079,2.721395,2.364756,2.347714,2.334241,1.592725,1
35489,6.020366,4.198054,2.883022,1.912385,1.731441,1
14,3.615443,2.632218,1.690309,0.92582,0.377964,1
24744,6.807379,4.797883,3.926952,0.999394,0.999474,1
24743,6.807665,4.798102,3.927144,2.75706,1.881422,1
2235756,0.869056,0.846735,0.841667,0.101212,0,1
1192455,1.469649,1.433594,1.421785,0.886007,0.874919,1
794978,1.933832,1.892801,1.879393,1.295168,1.283811,1
632636,2.184769,2.123038,2.102472,1.482368,1.466112,1
73698,4.535176,3.127921,2.312798,1.474732,0.999953,1
36415,6.875957,4.810339,3.871639,2.644765,1.73129,1
36989,6.821639,4.808161,3.928148,2.757832,1.881711,1
13,3.497252,2.112235,1.38675,0.784465,0.480384,1
2621972,0.869246,0.703345,0.536505,0.114797,0,1
1311005,1.584636,1.410426,1.255229,1.013063,0.999971,1
907982,1.981159,1.782477,1.609643,1.350785,1.335586,1
686250,2.338819,2.118113,1.927618,1.645928,1.629489,1
55986,4.144949,2.84434,1.882844,1.533867,0.822414,1
61245,3.829587,2.613972,1.707752,1.364137,0.656088,1
36328,4.76728,3.320022,2.26457,1.444488,1.082304,1
57713,4.129092,2.852717,1.907341,1.134997,0.625566,1
2355780,0.941981,0.907562,0.902113,0.00635,0,1
1177904,1.665703,1.627038,1.620966,1.000017,0.999976,1
822913,2.054602,2.003658,1.99281,1.319118,1.318341,1
646236,2.340796,2.272273,2.253478,1.532483,1.529029,1
88300,3.858956,2.635482,1.724236,1.177964,0.578973,1
88294,3.859235,2.635685,1.724393,1.1781,0.579129,1
67396,4.451343,3.089146,2.088969,1.611565,0.862282,1
69144,3.449548,2.105743,1.403228,1.296684,0.823692,1
1999691,0.998135,0.938138,0.765164,0.528477,0,1
1063181,1.626208,1.543472,1.353805,1.130048,0.880856,1
708799,2.113445,2.01824,1.802509,1.554155,1.289873,1
531599,2.507762,2.400916,2.159952,1.885171,1.597404,1
56969,5.601981,3.89757,2.663799,1.74586,1.012143,1
25307,7.932067,5.564062,3.870314,2.643921,1.730739,1
25700,7.871569,5.563832,3.927767,2.757656,1.881644,1
49314,5.526685,3.872237,2.679615,1.784974,0.98126,1
2168261,1.177218,0.865927,0.84563,0.165568,0,2
1224268,1.706491,1.36049,1.320283,0.798739,0.771067,2
858442,2.101433,1.709213,1.657528,1.111276,1.081377,2
685947,2.340899,1.914471,1.855584,1.282932,1.250319,2
174744,3.001774,2.128819,1.396113,0.688898,0.363143,2
179756,2.891356,2.018326,1.307632,0.692745,0.399618,2
181549,2.876946,2.007787,1.312232,0.633849,0.422548,2
204222,2.645158,1.740883,1.13155,0.607136,0.423311,2
2490753,0.891472,0.829458,0.690419,0.498717,0,3
1508067,1.313674,1.210029,1.046427,0.878119,0.651619,3
1187238,1.502195,1.355852,1.160766,0.991643,0.776391,3
1030874,1.607496,1.412707,1.196917,1.026955,0.817714,3
592106,1.820297,1.177018,0.476622,0.299714,0.141677,3
615481,1.8057,1.197004,0.49832,0.325182,0.121119,3
610645,1.852907,1.138478,0.563027,0.318332,0.145598,3
536929,2.03245,1.254809,0.744677,0.342217,0.103142,3
658647,2.205271,1.412129,1.009618,0.268688,0.06249,3
470110,2.537317,1.853564,1.303976,0.617638,0.346145,3
383918,2.84901,2.065056,1.450564,0.756942,0.452754,3
353265,2.894877,2.076717,1.516302,0.815636,0.447792,3
262058,3.133483,2.347841,1.74526,1.011442,0.107564,3
248329,3.304521,2.2271,1.741342,1.008064,0.090101,3
254978,3.2836,2.648469,1.74855,0.988559,0.061232,3
263750,3.46037,2.657605,1.755698,0.995352,0.099554,3
1769503,0.544571,0.482375,0.339682,0.110064,0,3
1608558,0.698912,0.594206,0.470355,0.356029,0.100054,3
1325637,0.872681,0.707548,0.565415,0.465303,0.317687,3
1182446,0.984015,0.763326,0.620133,0.502704,0.373001,3
906143,1.226604,0.918843,0.706312,0.55375,0.347491,3
755665,1.367337,0.93011,0.52047,0.23366,0.08494,3
776865,1.459298,1.118381,0.483338,0.22986,0.063979,3
769225,1.499375,0.978232,0.468261,0.249507,0.042844,3
1945574,0.514187,0.408152,0.259144,0.209503,0,3
2276184,0.384343,0.307959,0.235921,0.198773,0.145247,3
2270174,0.387809,0.289063,0.205409,0.171135,0.118967,3
2220043,0.424561,0.281108,0.193347,0.16416,0.112379,3
2279765,0.401194,0.238374,0.168361,0.128647,0.087904,3
2166702,0.519431,0.284836,0.212247,0.125986,0.031169,3
2128484,0.549303,0.385623,0.18472,0.14699,0.054132,3
2186577,0.496647,0.337413,0.168465,0.121741,0.013677,3
1915431,0.380426,0.328838,0.28551,0.251913,0,3
2246019,0.430429,0.342987,0.262162,0.237489,0.147187,3
2367001,0.402383,0.286239,0.224915,0.200224,0.135015,3
2319466,0.429164,0.316893,0.262467,0.225743,0.124491,3
2244400,0.490744,0.358247,0.27776,0.24418,0.178745,3
2079419,0.575547,0.356588,0.274113,0.237158,0.175369,3
1811265,0.672631,0.375538,0.273201,0.211544,0.102177,3
1752013,0.685607,0.330344,0.195915,0.088092,0.038612,3
2341612,0.722756,0.606198,0.355025,0.09312,0,1
1241763,1.319833,1.208559,1.008601,0.894979,0.885715,1
827846,1.764342,1.640392,1.423336,1.304398,1.294879,1
620892,2.117483,1.980167,1.741957,1.613026,1.602767,1
38585,4.202059,3.791542,2.64237,1.72949,1.551634,1
3111,7.887937,5.53261,3.851845,2.630215,1.720973,1
28526,4.921764,4.840765,0.964035,0.901692,0.878893,1
25378,5.468503,5.421133,3.823274,2.678088,1.881383,1
2206269,0.65353,0.48058,0.457569,0.157913,0,1
1264043,1.208991,1.009434,0.95609,0.772782,0.745406,1
842703,1.64086,1.424212,1.367885,1.181416,1.15473,1
663297,1.896415,1.65445,1.584697,1.384928,1.354129,1
111734,4.67717,3.273588,2.204161,1.389033,1.177789,1
31285,7.471493,5.564296,3.87049,2.644301,1.730943,1
52264,5.418845,3.794303,2.74774,1.839579,1.146132,1
20500,7.868771,5.561861,3.926346,2.756474,1.880931,1
2451832,0.220149,0.157464,0.116672,0.010932,0,1
1289153,0.967678,0.944417,0.923286,0.904674,0.901893,1
893514,1.316901,1.284143,1.257979,1.237854,1.233267,1
675446,1.610121,1.574384,1.546094,1.524462,1.519495,1
87718,3.123938,2.613052,1.798916,1.187043,0.452628,1
61367,3.549025,2.595933,1.878164,1.363223,0.655261,1
36376,4.088742,2.870271,2.035269,1.248344,1.079822,1
57713,3.831092,2.653233,1.802837,1.039472,0.625566,1
2284022,0.441482,0.390092,0.254022,0.162487,0,1
1171785,1.131578,1.092708,1.012362,0.975259,0.949181,1
810463,1.496887,1.445295,1.355552,1.314124,1.285718,1
636997,1.732684,1.668548,1.569061,1.525612,1.493137,1
96993,3.138586,2.10371,1.308789,0.844851,0.262865,1
82108,3.614727,2.45624,1.586395,1.121118,0.600306,1
67490,3.719427,3.090556,2.090049,1.296078,0.862257,1
69137,3.51459,2.659587,2.111539,0.966445,0.823575,1
2021101,0.493915,0.420457,0.397238,0.132804,0,1
1073932,1.123048,1.067552,1.038361,0.903358,0.881963,1
715968,1.546522,1.4864,1.455051,1.313005,1.291004,1
544791,1.845715,1.778728,1.743886,1.59065,1.566886,1
64807,3.862765,3.462335,2.343949,1.499008,0.789843,1
33122,5.411967,4.408908,3.036317,2.027214,1.247,1
33637,5.369834,3.758436,2.7843,1.868774,1.068415,1
43012,5.521961,3.868812,2.677056,1.782876,0.979042,1
2010840,0.917255,0.710202,0.444883,0.13485,0,2
1267187,1.316957,1.051125,0.804585,0.616937,0.586853,2
887056,1.671504,1.384941,1.126236,0.944402,0.914231,2
707409,1.892736,1.587156,1.309208,1.118282,1.085887,2
235561,2.807216,1.969724,1.388516,0.940845,0.709814,2
179782,2.547509,2.111914,1.315327,0.700293,0.399763,2
181599,2.639912,1.736846,1.244108,0.633892,0.422627,2
204272,2.35217,1.512225,1.071465,0.607194,0.423277,2
2094772,0.393051,0.346019,0.247021,0.050984,0,3
1536485,0.732948,0.672711,0.597248,0.422444,0.363353,3
1187958,0.915939,0.836766,0.76085,0.609535,0.565142,3
1062140,0.926726,0.844115,0.765043,0.625082,0.584591,3
642017,1.082316,0.90952,0.78932,0.495371,0.339052,3
573494,0.776258,0.529966,0.369945,0.240282,0.216371,3
597522,0.654853,0.534974,0.349238,0.268675,0.192261,3
562889,0.705008,0.616347,0.414579,0.337998,0.192156,3
866240,1.077588,0.829343,0.650338,0.518969,0,3
631084,1.209323,0.979934,0.831427,0.627612,0.372622,3
493028,1.386569,1.165729,0.989671,0.767194,0.555409,3
433409,1.447361,1.240156,1.073953,0.845124,0.596788,3
287722,1.322942,1.245418,1.089384,0.706241,0.23211,3
248131,1.535639,1.489112,1.312344,0.912516,0.098245,3
244998,1.489082,1.347046,1.155619,0.648958,0.146065,3
259231,1.354535,1.176646,0.949161,0.580385,0.123565,3
924203,0.290247,0.204422,0.163324,0.158237,0,3
907558,0.31312,0.188335,0.148148,0.133233,0.018332,3
832572,0.39434,0.25701,0.213524,0.202516,0.128413,3
843437,0.432331,0.3078,0.22919,0.218664,0.112021,3
825633,0.431541,0.30491,0.224214,0.198784,0.101345,3
800237,0.439282,0.330982,0.24488,0.223319,0.093688,3
815697,0.400811,0.297297,0.18752,0.163566,0.073952,3
789671,0.413125,0.329197,0.229949,0.116421,0.082495,3
768182,0.869614,0.595571,0.215344,0.024735,0,3
878792,0.603872,0.447813,0.266462,0.225084,0.125866,3
1540856,1.058249,0.986367,0.955075,0.938599,0.610469,3
1686817,1.023015,0.801803,0.772001,0.758125,0.505656,3
2047120,0.898899,0.614749,0.581394,0.57026,0.329506,3
2290540,0.845035,0.520868,0.477872,0.443816,0.149857,3
2177061,0.867054,0.211629,0.156237,0.122857,0.091988,3
2140305,0.848835,0.236977,0.14354,0.115362,0.080466,3
4110779,0.550614,0.51679,0.431219,0.191096,0,3
2958099,0.772832,0.650436,0.581419,0.432663,0.389669,3
2574783,0.841745,0.656007,0.589311,0.457255,0.421827,3
2263545,0.93376,0.70658,0.633682,0.512075,0.478952,3
1655375,0.979377,0.380956,0.233191,0.139757,0.117894,3
1640042,1.017637,0.417444,0.253281,0.146515,0.112744,3
1665995,0.977849,0.48625,0.241183,0.14649,0.108086,3
1735096,0.967721,0.446536,0.231437,0.10907,0.021351,3
2331934,0.602481,0.402351,0.311205,0.177208,0,1
1241393,1.210818,1.039531,0.97496,0.909893,0.878482,1
827600,1.642889,1.456332,1.387728,1.319783,1.287465,1
620708,1.982922,1.777946,1.703218,1.629624,1.594781,1
62157,4.594954,3.171244,2.128005,1.364467,1.044284,1
24453,7.929633,5.56233,3.869064,2.642883,1.730031,1
49570,5.520311,3.867617,2.023111,1.447048,0.990453,1
24747,7.869054,5.562031,3.926451,2.756537,1.880668,1
2028348,0.418906,0.356384,0.304522,0.18941,0,1
1233084,0.983221,0.917734,0.798199,0.693416,0.644939,1
822064,1.396435,1.327893,1.206497,1.105077,1.060131,1
616552,1.712694,1.638399,1.508024,1.400555,1.35344,1
140709,4.075328,3.573329,2.425793,1.562791,1.271858,1
31264,7.931703,5.563802,3.870129,2.643762,1.73061,1
63249,5.521147,3.868223,2.676616,1.782667,0.99184,1
31513,7.868963,5.561985,3.926433,2.756523,1.880848,1
2514457,0.344806,0.283972,0.247841,0.15101,0.0625,1
1292803,1.022996,0.960263,0.927215,0.879581,0.855226,1
887467,1.374394,1.302394,1.263372,1.212973,1.186219,1
667426,1.676567,1.597911,1.555493,1.501187,1.47248,1
92995,3.845904,2.70863,1.779984,1.216417,0.48979,1
61387,3.552168,2.611789,1.706091,1.364918,0.656893,1
36424,4.471135,3.103631,2.100027,1.751784,1.084389,1
57809,3.852203,2.67717,1.770988,1.249878,0.60442,1
2339981,0.370067,0.183402,0.139046,0.048114,0,1
1170012,1.128635,1.033052,1.019114,1.002276,0.999963,1
788414,1.530957,1.427498,1.41223,1.394181,1.391618,1
619895,1.773926,1.659346,1.63304,1.608839,1.603497,1
66242,4.665724,3.520991,2.388531,1.533795,0.822508,1
66233,4.666388,3.521507,2.388912,1.534086,0.822784,1
67261,4.629426,3.219386,2.414451,1.569277,0.863328,1
68977,4.50949,3.131698,2.41796,1.308968,0.831132,1
2055975,0.599276,0.559254,0.494334,0.056136,0,1
1027999,1.310802,1.27494,1.220113,1.003124,0.999977,1
685346,1.75418,1.714076,1.65314,1.417487,1.414149,1
532439,2.03545,1.982897,1.912522,1.658008,1.653012,1
